"table","section_id","item","instrument","instructions","section_prompt","item_text","correct_response","option_text","resp","scale_id","source_table","raw_resp","scale_name","age_range","child_age__for_child_focused_studies_","sample","construct_type","measurement_tool","item_format","primary_language_s_","construct_name","citation_key","doi","title","year","author"
"qaslu_prado_2024","closing_and_multiplication","Item30","Questionnaire for the Self-assessment of University Service-learning Experiences（QaSLU)","NA","Closing and multiplication","Assessments are made at the beginning, during and at the end of the experience","NA","Always","4","qaslu_prado_2024","qaslu_prado_2024",NA,NA,"Adult (18+)",NA,"Educational, Targeted/specific","Cognitive/educational","Survey/questionnaire","Likert Scale/selected response","eng","Questionnaire for the Self-assessment of University Service-learning Experiences (QaSLu)",NA,NA,NA,NA,NA
"qaslu_prado_2024","closing_and_multiplication","Item31","Questionnaire for the Self-assessment of University Service-learning Experiences（QaSLU)","NA","Closing and multiplication","Professors give feedback to students about their evolution","NA","Always","4","qaslu_prado_2024","qaslu_prado_2024",NA,NA,"Adult (18+)",NA,"Educational, Targeted/specific","Cognitive/educational","Survey/questionnaire","Likert Scale/selected response","eng","Questionnaire for the Self-assessment of University Service-learning Experiences (QaSLu)",NA,NA,NA,NA,NA
"qaslu_prado_2024","closing_and_multiplication","Item32","Questionnaire for the Self-assessment of University Service-learning Experiences（QaSLU)","NA","Closing and multiplication","Professors ask information to the community about the evolution of the service during different stages of the service","NA","Seldom","1","qaslu_prado_2024","qaslu_prado_2024",NA,NA,"Adult (18+)",NA,"Educational, Targeted/specific","Cognitive/educational","Survey/questionnaire","Likert Scale/selected response","eng","Questionnaire for the Self-assessment of University Service-learning Experiences (QaSLu)",NA,NA,NA,NA,NA
"qaslu_prado_2024","closing_and_multiplication","Item33","Questionnaire for the Self-assessment of University Service-learning Experiences（QaSLU)","NA","Closing and multiplication","Professors asses their own actions during each stage of the service-learning experience","NA","Sometimes","2","qaslu_prado_2024","qaslu_prado_2024",NA,NA,"Adult (18+)",NA,"Educational, Targeted/specific","Cognitive/educational","Survey/questionnaire","Likert Scale/selected response","eng","Questionnaire for the Self-assessment of University Service-learning Experiences (QaSLu)",NA,NA,NA,NA,NA
"qaslu_prado_2024","closing_and_multiplication","Item34","Questionnaire for the Self-assessment of University Service-learning Experiences（QaSLU)","NA","Closing and multiplication","Students asses their own related with process and results","NA","Frequently","3","qaslu_prado_2024","qaslu_prado_2024",NA,NA,"Adult (18+)",NA,"Educational, Targeted/specific","Cognitive/educational","Survey/questionnaire","Likert Scale/selected response","eng","Questionnaire for the Self-assessment of University Service-learning Experiences (QaSLu)",NA,NA,NA,NA,NA
"qaslu_prado_2024","closing_and_multiplication","Item35","Questionnaire for the Self-assessment of University Service-learning Experiences（QaSLU)","NA","Closing and multiplication","Essential function of the assessment is students' marks","NA","Always","4","qaslu_prado_2024","qaslu_prado_2024",NA,NA,"Adult (18+)",NA,"Educational, Targeted/specific","Cognitive/educational","Survey/questionnaire","Likert Scale/selected response","eng","Questionnaire for the Self-assessment of University Service-learning Experiences (QaSLu)",NA,NA,NA,NA,NA
"qaslu_prado_2024","closing_and_multiplication","Item36","Questionnaire for the Self-assessment of University Service-learning Experiences（QaSLU)","NA","Closing and multiplication","Experience assessment of service-learning collect all participant voices (including collective receivers)","NA","Always","4","qaslu_prado_2024","qaslu_prado_2024",NA,NA,"Adult (18+)",NA,"Educational, Targeted/specific","Cognitive/educational","Survey/questionnaire","Likert Scale/selected response","eng","Questionnaire for the Self-assessment of University Service-learning Experiences (QaSLu)",NA,NA,NA,NA,NA
"qaslu_prado_2024","closing_and_multiplication","Item37","Questionnaire for the Self-assessment of University Service-learning Experiences（QaSLU)","NA","Closing and multiplication","Acquired learning is analysed","NA","Sometimes","2","qaslu_prado_2024","qaslu_prado_2024",NA,NA,"Adult (18+)",NA,"Educational, Targeted/specific","Cognitive/educational","Survey/questionnaire","Likert Scale/selected response","eng","Questionnaire for the Self-assessment of University Service-learning Experiences (QaSLu)",NA,NA,NA,NA,NA
"qaslu_prado_2024","closing_and_multiplication","Item38","Questionnaire for the Self-assessment of University Service-learning Experiences（QaSLU)","NA","Closing and multiplication","If service-learning experience contribute to questioning prejudices and stereotypes is analysed","NA","Sometimes","2","qaslu_prado_2024","qaslu_prado_2024",NA,NA,"Adult (18+)",NA,"Educational, Targeted/specific","Cognitive/educational","Survey/questionnaire","Likert Scale/selected response","eng","Questionnaire for the Self-assessment of University Service-learning Experiences (QaSLu)",NA,NA,NA,NA,NA
"qaslu_prado_2024","closing_and_multiplication","Item39","Questionnaire for the Self-assessment of University Service-learning Experiences（QaSLU)","NA","Closing and multiplication","If Service-learning experience develops cooperation among the actors (students, community partners, professors) in analysed","NA","Sometimes","2","qaslu_prado_2024","qaslu_prado_2024",NA,NA,"Adult (18+)",NA,"Educational, Targeted/specific","Cognitive/educational","Survey/questionnaire","Likert Scale/selected response","eng","Questionnaire for the Self-assessment of University Service-learning Experiences (QaSLu)",NA,NA,NA,NA,NA
"qaslu_prado_2024","closing_and_multiplication","Item40","Questionnaire for the Self-assessment of University Service-learning Experiences（QaSLU)","NA","Closing and multiplication","Level of satisfaction with the service on receiver group and community is analysed","NA","Seldom","1","qaslu_prado_2024","qaslu_prado_2024",NA,NA,"Adult (18+)",NA,"Educational, Targeted/specific","Cognitive/educational","Survey/questionnaire","Likert Scale/selected response","eng","Questionnaire for the Self-assessment of University Service-learning Experiences (QaSLu)",NA,NA,NA,NA,NA
"qaslu_prado_2024","closing_and_multiplication","Item41","Questionnaire for the Self-assessment of University Service-learning Experiences（QaSLU)","NA","Closing and multiplication","Community is willing to continue collaboration with the service-learning experience","NA","Frequently","3","qaslu_prado_2024","qaslu_prado_2024",NA,NA,"Adult (18+)",NA,"Educational, Targeted/specific","Cognitive/educational","Survey/questionnaire","Likert Scale/selected response","eng","Questionnaire for the Self-assessment of University Service-learning Experiences (QaSLu)",NA,NA,NA,NA,NA
"qaslu_prado_2024","closing_and_multiplication","Item42","Questionnaire for the Self-assessment of University Service-learning Experiences（QaSLU)","NA","Closing and multiplication","Community propose new necessities that could be approach with future experiences of service-learning","NA","Never","0","qaslu_prado_2024","qaslu_prado_2024",NA,NA,"Adult (18+)",NA,"Educational, Targeted/specific","Cognitive/educational","Survey/questionnaire","Likert Scale/selected response","eng","Questionnaire for the Self-assessment of University Service-learning Experiences (QaSLu)",NA,NA,NA,NA,NA
"qaslu_prado_2024","closing_and_multiplication","Item43","Questionnaire for the Self-assessment of University Service-learning Experiences（QaSLU)","NA","Closing and multiplication","This experience inspires other social groups to participate in service-learning projects","NA","Seldom","1","qaslu_prado_2024","qaslu_prado_2024",NA,NA,"Adult (18+)",NA,"Educational, Targeted/specific","Cognitive/educational","Survey/questionnaire","Likert Scale/selected response","eng","Questionnaire for the Self-assessment of University Service-learning Experiences (QaSLu)",NA,NA,NA,NA,NA
"qaslu_prado_2024","closing_and_multiplication","Item44","Questionnaire for the Self-assessment of University Service-learning Experiences（QaSLU)","NA","Closing and multiplication","The experience is celebrated in a collective way (receivers, students, community partners and professors)","NA","Always","4","qaslu_prado_2024","qaslu_prado_2024",NA,NA,"Adult (18+)",NA,"Educational, Targeted/specific","Cognitive/educational","Survey/questionnaire","Likert Scale/selected response","eng","Questionnaire for the Self-assessment of University Service-learning Experiences (QaSLu)",NA,NA,NA,NA,NA
"qaslu_prado_2024","closing_and_multiplication","Item45","Questionnaire for the Self-assessment of University Service-learning Experiences（QaSLU)","NA","Closing and multiplication","Disseminate activities are made","NA","Always","4","qaslu_prado_2024","qaslu_prado_2024",NA,NA,"Adult (18+)",NA,"Educational, Targeted/specific","Cognitive/educational","Survey/questionnaire","Likert Scale/selected response","eng","Questionnaire for the Self-assessment of University Service-learning Experiences (QaSLu)",NA,NA,NA,NA,NA
"qaslu_prado_2024","execution","Item24","Questionnaire for the Self-assessment of University Service-learning Experiences（QaSLU)","NA","Experience execution","Common decisions are made during the implementation of the service","NA","Sometimes","2","qaslu_prado_2024","qaslu_prado_2024",NA,NA,"Adult (18+)",NA,"Educational, Targeted/specific","Cognitive/educational","Survey/questionnaire","Likert Scale/selected response","eng","Questionnaire for the Self-assessment of University Service-learning Experiences (QaSLu)",NA,NA,NA,NA,NA
